AE;Code SANDRE de la station;Nom de la station;Réseaux de mesure;RCS;RCO;RRP;RCB/RCR;CoordX;CoordY;ECHELLESTA COMITER;Contexte piscicole;TYPEFR_CONSOLIDE;Code Masse d'eau;Type de station;AREA_KM2_ME
AEAG;05091675;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR68_2;;
AEAG;05091695;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR68_2;;
AEAG;05091705;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR68_2;;
AEAG;05091725;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091750;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091760;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091763;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091764;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091765;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR662;;
AEAG;05091800;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092000;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092050;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092060;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092070;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092080;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092100;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092200;;;OUI;OUI;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092800;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092943;;;NON;NON;NON;;;;;Cyprinicole;TP11;FRFRR320_2;;
AEAG;05092945;;;NON;NON;NON;;;;;Cyprinicole;TP11;FRFRR320_2;;
AEAG;05092948;;;NON;NON;NON;;;;;Cyprinicole;TP11;FRFRR320_2;;
AEAG;05092950;;;NON;NON;NON;;;;;Cyprinicole;G11/3-21;FRFR320;;
AEAG;05092960;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05092975;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR319;;
AEAG;05092977;;;NON;NON;NON;;;;;Salmonicole;P11;FRFR319;;
AEAG;05092978;;;NON;NON;NON;;;;;Salmonicole;P11;FRFR319;;
AEAG;05092979;;;NON;NON;NON;;;;;Salmonicole;P11;FRFR319;;
AEAG;05092980;;;NON;OUI;NON;;;;;Salmonicole;TP3;FRFRR319_2;;
AEAG;05093000;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05093300;;;NON;OUI;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05093310;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05093550;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093560;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093565;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR670;;
AEAG;05093575;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR670_2;;
AEAG;05093580;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR670_2;;
AEAG;05093600;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR670;;
AEAG;05093650;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR670_2;;
AEAG;05093700;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR670;;
AEAG;05093703;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093705;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093710;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093730;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093748;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093750;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093800;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05093900;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05094000;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR130;;
AEAG;05094810;;;OUI;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05094820;;;NON;NON;NON;;;;;Cyprinicole;TP3;FRFRR318A_3;;
AEAG;05094825;;;NON;OUI;NON;;;;;Cyprinicole;TP3;FRFRR318A_4;;
AEAG;05094828;;;NON;NON;NON;;;;;Cyprinicole;TP3;FRFRR318A_3;;
AEAG;05094830;;;NON;NON;NON;;;;;Cyprinicole;TP3;FRFRR318A_3;;
AEAG;05094840;;;NON;NON;NON;;;;;Cyprinicole;TP3;FRFRR318A_4;;
AEAG;05094880;;;NON;NON;NON;;;;;Cyprinicole;TP3;FRFRR318A_1;;
AEAG;05094900;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318A;;
AEAG;05095000;;;OUI;OUI;NON;;;;;Intermediaire;M3/19;FRFR129;;
AEAG;05095100;;;NON;NON;NON;;;;;Salmonicole;P19;FRFR668;;
AEAG;05095110;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR668_3;;
AEAG;05095120;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR668_2;;
AEAG;05095150;;;NON;OUI;NON;;;;;Salmonicole;M3/19;FRFR128A;;
AEAG;05095160;;;NON;NON;NON;;;;;Salmonicole;P19;FRFR128B;;
AEAG;05095170;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR128A_4;;
AEAG;05095300;;;NON;NON;NON;;;;;Cyprinicole;G3/19-8;FRFR318B;;
AEAG;05095305;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR318B_4;;
AEAG;05095325;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR318B_4;;
AEAG;05095980;;;NON;NON;NON;;;;;Intermediaire;P3;FRFR667;;
AEAG;05095985;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRR667_2;;
AEAG;05095995;;;NON;OUI;NON;;;;;Intermediaire;G3/19-8;FRFR318B;;
AEAG;05096000;;;OUI;NON;NON;;;;;Intermediaire;G3;FRFR656;;
AEAG;05096010;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR119A;;
AEAG;05096030;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR119B;;
AEAG;05096050;;;OUI;NON;NON;;;;;Salmonicole;TP3;FRFR119C;;
AEAG;05096058;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR120A;;
AEAG;05096060;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR120A;;
AEAG;05096080;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRL34_3;;
AEAG;05096085;;;NON;NON;NON;;;;;Salmonicole;M3;FRFR122;;
AEAG;05096090;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR118;;
AEAG;05096100;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR117;;
AEAG;05096105;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR117_1;;
AEAG;05096200;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR118;;
AEAG;05096355;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR116_1;;
AEAG;05096360;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR116;;
AEAG;05096365;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR116;;
AEAG;05096370;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRL87_6;;
AEAG;05096400;;;OUI;NON;NON;;;;;Salmonicole;P3;FRFR115;;
AEAG;05096402;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR115_1;;
AEAG;05096406;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRL87_5;;
AEAG;05096407;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR115;;
AEAG;05096408;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR666_1;;
AEAG;05096410;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR666;;
AEAG;05096445;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRL87_1;;
AEAG;05096450;;;NON;OUI;NON;;;;;Salmonicole;TP3;FRFRL87_1;;
AEAG;05096480;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR114;;
AEAG;05096490;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR114;;
AEAG;05096500;;;NON;NON;NON;;;;;Salmonicole;A5;FRFL87;;
AEAG;05096800;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR123;;
AEAG;05096805;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR665;;
AEAG;05096810;;;OUI;NON;NON;;;;;Salmonicole;P3;FRFR123;;
AEAG;05096812;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR665;;
AEAG;05096813;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR123;;
AEAG;05096815;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR123_5;;
AEAG;05096820;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR665;;
AEAG;05096825;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR291_4;;
AEAG;05096827;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR123_4;;
AEAG;05096830;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR123;;
AEAG;05096850;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR657_1;;
AEAG;05096860;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR657;;
AEAG;05096900;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR657;;
AEAG;05096995;;;NON;NON;NON;;;;;Salmonicole;P3;FRFRR317_4;;
AEAG;05097000;;;NON;OUI;NON;;;;;Salmonicole;M3;FRFR317;;
AEAG;05097200;;;OUI;NON;NON;;;;;Salmonicole;M3;FRFR317;;
AEAG;05097280;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR317_2;;
AEAG;05097281;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR317_2;;
AEAG;05097300;;;NON;NON;NON;;;;;Salmonicole;M3;FRFR317;;
AEAG;05097350;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR317_1;;
AEAG;05097400;;;NON;NON;NON;;;;;Salmonicole;M3;FRFR317;;
AEAG;05097500;;;OUI;NON;NON;;;;;Salmonicole;P3;FRFR317;;
AEAG;05097510;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR317_3;;
AEAG;05097550;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR113;;
AEAG;05097600;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR113;;
AEAG;05097650;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR113_3;;
AEAG;05097690;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRL46_4;;
AEAG;05097700;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRL46_4;;
AEAG;05097750;;;OUI;NON;NON;;;;;Salmonicole;TP3;FRFRL46_3;;
AEAG;05097760;;;NON;NON;NON;;;;;Salmonicole;P3;FRFRL46_1;;
AEAG;05097800;;;NON;OUI;NON;;;;;Salmonicole;M3;FRFR316;;
AEAG;05097840;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR316_1;;
AEAG;05097860;;;OUI;NON;NON;;;;;Salmonicole;M3;FRFR316;;
AEAG;05097900;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR290A;;
AEAG;05098000;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR290B;;
AEAG;05098020;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR290B;;
AEAG;05098050;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR290B_2;;
AEAG;05098060;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR290B;;
AEAG;05098700;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR291;;
AEAG;05098750;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR291;;
AEAG;05098800;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR660;;
AEAG;05098850;;;OUI;NON;NON;;;;;Salmonicole;TP3;FRFR660;;
AEAG;05099000;;;OUI;OUI;NON;;;;;Intermediaire;G3/19-8;FRFR318C;;
AEAG;05099005;;;NON;NON;NON;;;;;Intermediaire;G3/19-8;FRFR318C;;
AEAG;05099100;;;NON;NON;NON;;;;;Intermediaire;A5;FRFL44;;
AEAG;05099120;;;NON;NON;OUI;;;;;Intermediaire;P3;FRFR121;;
AEAG;05099150;;;NON;NON;NON;;;;;Intermediaire;M3/19;FRFR226A;;
AEAG;05099170;;;OUI;NON;OUI;;;;;Intermediaire;P3;FRFR127;;
AEAG;05099180;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRR127_1;;
AEAG;05099200;;;NON;NON;NON;;;;;Intermediaire;M3/19;FRFR226A;;
AEAG;05099250;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRL26_2;;
AEAG;05099300;;;NON;OUI;NON;;;;;Intermediaire;M3/19;FRFR226B;;
AEAG;05099450;;;NON;NON;NON;;;;;Intermediaire;M3/19;FRFR226B;;
AEAG;05099950;;;NON;NON;NON;;;;;Intermediaire;M3/19;FRFR226B;;
AEAG;05099960;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRR226B_2;;
AEAG;05099963;;;NON;NON;NON;;;;;Intermediaire;TP3;FRFRR226B_2;;
AEAG;05099980;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05100000;;;OUI;OUI;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05100020;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR126A_6;;
AEAG;05100080;;;NON;OUI;NON;;;;;Salmonicole;P19;FRFRR126A_4;;
AEAG;05101000;;;OUI;NON;NON;;;;;Salmonicole;P3;FRFR124A;;
AEAG;05101150;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR124A_4;;
AEAG;05101200;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR124A;;
AEAG;05101210;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR124A;;
AEAG;05101220;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR124A_3;;
AEAG;05101250;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR124A_2;;
AEAG;05101350;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR124A_1;;
AEAG;05101375;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR124A_1;;
AEAG;05101400;;;NON;OUI;NON;;;;;Salmonicole;P3;FRFR124B;;
AEAG;05101405;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR664;;
AEAG;05101406;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR664;;
AEAG;05101410;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR664;;
AEAG;05101418;;;NON;NON;NON;;;;;Salmonicole;P3;FRFR124B;;
AEAG;05101420;;;OUI;NON;NON;;;;;Salmonicole;P3;FRFR124B;;
AEAG;05101450;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR658A_2;;
AEAG;05101500;;;NON;OUI;NON;;;;;Salmonicole;TP3;FRFR658A;;
AEAG;05101510;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFR658A;;
AEAG;05101600;;;OUI;NON;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05101700;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05101730;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05101850;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR126A_1;;
AEAG;05101900;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126A;;
AEAG;05102000;;;OUI;OUI;NON;;;;;Salmonicole;GM19/8;FRFR126B;;
AEAG;05102010;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR125;;
AEAG;05102030;;;NON;NON;NON;;;;;Salmonicole;P19;FRFRR125_1;;
AEAG;05102045;;;NON;NON;NON;;;;;Salmonicole;PTP8;FRFR125;;
AEAG;05102050;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126B;;
AEAG;05102100;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126B;;
AEAG;05102120;;;NON;OUI;NON;;;;;Salmonicole;P19;FRFRR126B_10;;
AEAG;05102150;;;NON;NON;NON;;;;;Salmonicole;GM19/8;FRFR126B;;
AEAG;05102200;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR126B_6;;
AEAG;05102900;;;NON;NON;NON;;;;;Salmonicole;TP3;FRFRR126B_8;;
AEAG;05102910;;;NON;NON;NON;;;;;Salmonicole;P3;FRFRR126B_7;;
AEAG;05102920;;;NON;NON;NON;;;;;Salmonicole;PTP8;FRFRR126B_1;;
AEAG;05102930;;;NON;NON;NON;;;;;Salmonicole;PTP8-A;FRFRR126B_4;;
AEAG;05102940;;;NON;NON;NON;;;;;Salmonicole;PTP8-A;FRFRR126B_2;;
AEAG;05102950;;;NON;NON;NON;;;;;Salmonicole;GM8;FRFR126B;;
AEAG;05102955;;;NON;NON;NON;;;;;Salmonicole;PTP8-A;FRFRR126B_3;;
AEAG;05103000;;;OUI;NON;NON;;;;;Salmonicole;GM8;FRFR126B;;
AEAG;05103990;;;NON;OUI;NON;;;;;Cyprinicole;TP14;FRFRR300A_12;;
AEAG;05104000;;;OUI;OUI;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05104315;;;NON;OUI;NON;;;;;Cyprinicole;TP14;FRFRR224_3;;
AEAG;05104320;;;NON;NON;NON;;;;;Cyprinicole;GM14;FRFR224;;
AEAG;05104325;;;NON;NON;NON;;;;;Cyprinicole;C;FRFR910;;
AEAG;05104500;;;OUI;OUI;NON;;;;;Cyprinicole;GM14;FRFR224;;
AEAG;05104520;;;NON;NON;NON;;;;;Cyprinicole;TP14;FRFRR224_1;;
AEAG;05104600;;;NON;NON;NON;;;;;Cyprinicole;GM14;FRFR224;;
AEAG;05104900;;;NON;OUI;NON;;;;;Cyprinicole;TP14;FRFRR221_10;;
AEAG;05105000;;;OUI;OUI;NON;;;;;Cyprinicole;GM14;FRFR221;;
AEAG;05105200;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR220;;
AEAG;05105800;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR220;;
AEAG;05105950;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR220_5;;
AEAG;05106000;;;OUI;OUI;NON;;;;;Intermediaire;P14;FRFR220;;
AEAG;05106200;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR220;;
AEAG;05106240;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR621;;
AEAG;05106245;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR621_1;;
AEAG;05106330;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR220_1;;
AEAG;05106350;;;OUI;NON;NON;;;;;Intermediaire;TP14;FRFRR220_1;;
AEAG;05106400;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRL65_1;;
AEAG;05106430;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRL65_1;;
AEAG;05106500;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR222;;
AEAG;05106520;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR222_6;;
AEAG;05106600;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR222;;
AEAG;05106650;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR222;;
AEAG;05106700;;;NON;NON;NON;;;;;Cyprinicole;M13;FRFR221;;
AEAG;05106710;;;NON;NON;NON;;;;;Intermediaire;TP13;FRFRR221_6;;
AEAG;05106750;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR623;;
AEAG;05106760;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR623_2;;
AEAG;05106820;;;OUI;OUI;NON;;;;;Intermediaire;TP13;FRFRR221_5;;
AEAG;05106850;;;OUI;NON;NON;;;;;Intermediaire;M13;FRFR221;;
AEAG;05106855;;;NON;OUI;NON;;;;;Intermediaire;TP13;FRFRR221_4;;
AEAG;05106900;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR221;;
AEAG;05106950;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR221;;
AEAG;05107000;;;OUI;OUI;NON;;;;;Cyprinicole;GM14;FRFR223;;
AEAG;05108000;;;NON;NON;NON;;;;;Cyprinicole;GM14;FRFR223;;
AEAG;05108050;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR624;;
AEAG;05108100;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR619;;
AEAG;05108145;;;NON;NON;NON;;;;;Intermediaire;P14;FRFRR219A_7;;
AEAG;05108150;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05108180;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR219A_6;;
AEAG;05108190;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR620;;
AEAG;05108195;;;NON;NON;NON;;;;;Intermediaire;P14;FRFRR619_3;;
AEAG;05108200;;;NON;OUI;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05109000;;;OUI;NON;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05109001;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05109010;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05109020;;;NON;OUI;NON;;;;;Intermediaire;P14;FRFR218;;
AEAG;05109080;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR563;;
AEAG;05109900;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR563_2;;
AEAG;05110000;;;OUI;NON;NON;;;;;Intermediaire;TP14;FRFR563;;
AEAG;05111000;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR563;;
AEAG;05111005;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR563_1;;
AEAG;05111039;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR563_3;;
AEAG;05111040;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR563;;
AEAG;05111050;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR563;;
AEAG;05111100;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR563_3;;
AEAG;05111300;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR219A;;
AEAG;05111340;;;NON;OUI;NON;;;;;Intermediaire;P14;FRFR608A;;
AEAG;05111350;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR608A;;
AEAG;05111360;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFR608B;;
AEAG;05111370;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR608B_1;;
AEAG;05111390;;;NON;OUI;NON;;;;;Intermediaire;GM14;FRFR219B;;
AEAG;05111395;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR219B_2;;
AEAG;05111400;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR219B;;
AEAG;05111450;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR219B;;
AEAG;05111500;;;OUI;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05111530;;;OUI;OUI;NON;;;;;Intermediaire;P14;FRFR626;;
AEAG;05111550;;;NON;NON;NON;;;;;Cyprinicole;TP14;FRFRR300A_10;;
AEAG;05111595;;;NON;NON;NON;;;;;Intermediaire;C;FRFR910;;
AEAG;05111600;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR217;;
AEAG;05111602;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR625;;
AEAG;05111605;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR217;;
AEAG;05111607;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR217;;
AEAG;05111608;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR625_1;;
AEAG;05111610;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR625_1;;
AEAG;05111620;;;OUI;NON;NON;;;;;Intermediaire;P14;FRFR217;;
AEAG;05111635;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR300A_11;;
AEAG;05111650;;;OUI;NON;NON;;;;;Intermediaire;TP14;FRFRR300A_11;;
AEAG;05111700;;;NON;NON;NON;;;;;Cyprinicole;C;FRFR910;;
AEAG;05111900;;;NON;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05111950;;;NON;OUI;NON;;;;;Cyprinicole;TP14;FRFRR300A_6;;
AEAG;05111960;;;NON;NON;NON;;;;;Cyprinicole;TP14;FRFRR300A_5;;
AEAG;05112000;;;NON;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05112150;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR300A_7;;
AEAG;05112170;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR300A_7;;
AEAG;05112195;;;NON;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05112210;;;NON;NON;NON;;;;;Cyprinicole;TP14;FRFRR300A_1;;
AEAG;05112850;;;NON;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05113000;;;NON;OUI;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05113200;;;NON;NON;NON;;;;;Cyprinicole;TG14/1;FRFR300A;;
AEAG;05114000;;;OUI;OUI;NON;;;;;Cyprinicole;GM14;FRFR216;;
AEAG;05114400;;;NON;NON;NON;;;;;Intermediaire;P14;FRFRR216_7;;
AEAG;05114490;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR618;;
AEAG;05114500;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR216;;
AEAG;05114750;;;NON;NON;NON;;;;;Intermediaire;GM14;FRFR216;;
AEAG;05114800;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR216_6;;
AEAG;05114820;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR617;;
AEAG;05114910;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215A;;
AEAG;05115000;;;OUI;NON;NON;;;;;Intermediaire;P14;FRFR215A;;
AEAG;05115050;;;NON;NON;NON;;;;;Intermediaire;P14;FRFRR215A_3;;
AEAG;05115100;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215A;;
AEAG;05115150;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR215A_1;;
AEAG;05115180;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR215B_7;;
AEAG;05115185;;;NON;NON;NON;;;;;Intermediaire;TP14;FRFRR215B_7;;
AEAG;05115200;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115250;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115400;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115420;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115500;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115550;;;NON;OUI;NON;;;;;Intermediaire;TP14;FRFRR215B_4;;
AEAG;05115600;;;OUI;NON;NON;;;;;Intermediaire;P14;FRFR215B;;
AEAG;05115940;;;NON;NON;NON;;;;;Intermediaire;TG14/1;FRFR300B;;
AEAG;05115950;;;NON;NON;NON;;;;;Intermediaire;P14;FRFR189;;
