AE;Code SANDRE de la station;Nom de la station;Réseaux de mesure;RCS;RCO;RRP;RCB/RCR;CoordX;CoordY;ECHELLESTA COMITER;Contexte piscicole;TYPEFR_CONSOLIDE;Code Masse d'eau;Type de station;AREA_KM2_ME
AESN;03000344;LA COQUILLE A AIGNAY-LE-DUC 1;RCO-RCB;NON;OUI;NON;OUI;830427.9997;6730843;DTSAM;Salmonicole;TP10;FRHR1-F0020600;MEN;
AESN;03000890;LE BREVON A BUSSEAUT 1;RRP;NON;NON;OUI;NON;823769.0004;6738806;DTSAM;Salmonicole;TP10;FRHR1-F0050600;MEN;
AESN;03001000;LA SEINE A NOD-SUR-SEINE 1;RCS-RCO;OUI;OUI;NON;NON;817677.0001;6741593;DTSAM;Salmonicole;M10;FRHR2A;MEN;
AESN;03002100;LA SEINE A CHARREY-SUR-SEINE 1;RCS-RCO;OUI;OUI;NON;NON;812548.0002;6761351;DTSAM;Intermédiaire;M10;FRHR2B;MEN;
AESN;03002900;LA LAIGNES A BALNOT-SUR-LAIGNES 1;RCS-RCO;OUI;OUI;NON;NON;802477.0001;6771111;DTSAM;Intermédiaire;P10;FRHR3B;MEN;
AESN;03003790;L'ARCE A MERREY-SUR-ARCE 1;RCO;NON;OUI;NON;NON;803410.9997;6778418;DTSAM;Salmonicole;TP10;FRHR7-F0506000;MEN;
AESN;03004280;LA SARCE A JULLY-SUR-SARCE 3;RCS-RCO;OUI;OUI;NON;NON;797485.9995;6779404;DTSAM;Salmonicole;P10;FRHR8;MEN;
AESN;03004349;LA SEINE A CLEREY 1;RCS-RCO;OUI;OUI;NON;NON;788157.9995;6789959;DTSAM;Intermédiaire;G9;FRHR7;MEN;
AESN;03004985;LA NOUE ROBERT A BARBEREY-SAINT-SULPICE 2;RCO;NON;OUI;NON;NON;776880.9998;6804703;DTSAM;Cyprinicole;TP9;FRHR13A-F0902000;MEN;
AESN;03005200;LA SEINE A SAINT-LYE 1;RCO;NON;OUI;NON;NON;774637.0001;6807252;DTSAM;Cyprinicole;G9;FRHR13A;MEN;
AESN;03005284;LE TIRVA A PAYNS 1;RCO;NON;OUI;NON;NON;772857.9997;6809086;DTSAM;Cyprinicole;TP9;FRHR13A-F0906000;MEN;
AESN;03006000;LA SEINE A MERY-SUR-SEINE 1;RCS-RCO;OUI;OUI;NON;NON;765726.0005;6823385;DTSAM;Cyprinicole;G9;FRHR13A;MEN;
AESN;03006268;L'OURCE A MENESBLE 1;RCS-RCO;OUI;OUI;NON;NON;842404.9996;6742438;DTSAM;Salmonicole;P10;FRHR4;MEN;
AESN;03006271;LA GROÈME A TERREFONDREE 1;RCS-RCO-RRP;OUI;OUI;OUI;NON;839771.0002;6738161;DTSAM;Salmonicole;TP10;FRHR4-F0406000;MEN;
AESN;03006354;LE RUISSEAU DE VILLARNON A MONTMOYEN 1;RRP;NON;NON;OUI;NON;834242.9659;6737544.993;DTSAM;Salmonicole;TP10;FRHR5-F0413500;MEN;
AESN;03006590;L'OURCE A AUTRICOURT 1;RCS-RCO;OUI;OUI;NON;NON;820425.9998;6767715;DTSAM;Salmonicole;M10;FRHR6;MEN;
AESN;03007000;L'OURCE A CELLES-SUR-OURCE 1;RCO;NON;OUI;NON;NON;804941.9995;6776172;DTSAM;Intermédiaire;M10;FRHR6;MEN;
AESN;03007383;L'HOZAIN A RUMILLY-LES-VAUDES 1;RCO-RCB;NON;OUI;NON;OUI;790788.9996;6781262;DTSAM;Intermédiaire;TP9;FRHR9;MEN;
AESN;03008267;LA BARSE A CHAMP-SUR-BARSE 1;RCO;NON;OUI;NON;NON;804822;6793782;DTSAM;Cyprinicole;P9;FRHR11A;MEN;
AESN;03008505;LA BARSE A MONTREUIL-SUR-BARSE 1;RCS-RCO;OUI;OUI;NON;NON;796324.0001;6792656;DTSAM;Cyprinicole;P9;FRHR11A;MEN;
AESN;03008833;LA CIVANNE A LUSIGNY-SUR-BARSE 1;RCO-RCB;NON;OUI;NON;OUI;793118.9999;6793918;DTSAM;Cyprinicole;TP9;FRHR12;MEN;
AESN;03010670;LE MELDA A SAINT-BENOIT-SUR-SEINE 1;RCO-RCB;NON;OUI;NON;OUI;775668.0001;6807627;DTSAM;Cyprinicole;M9;FRHR13B;MEN;
AESN;03014130;L'AUBE A AUBERIVE 3;RCS-RCO-RRP;OUI;OUI;OUI;NON;855789.9996;6743970;DTSAM;Salmonicole;P10;FRHR14;MEN;
AESN;03014550;L'AUBE A DANCEVOIR 1;RCO-RCB;NON;OUI;NON;OUI;839931.9997;6759797;DTSAM;Salmonicole;P10;FRHR14;MEN;
AESN;03015000;L'AUBE A VILLE-SOUS-LA-FERTE 1;RCS-RCO;OUI;OUI;NON;NON;833529.9998;6784150;DTSAM;Intermédiaire;P10;FRHR14;MEN;
AESN;03016310;L'AUBE A AILLEVILLE 1;RCO;NON;OUI;NON;NON;824557.9995;6795749;DTSAM;Intermédiaire;M10;FRHR16;MEN;
AESN;03016840;LE LANDION A ARGANCON 2;RCO-RCB;NON;OUI;NON;OUI;819110;6795752;DTSAM;Salmonicole;TP10;FRHR18-F1191000;MEN;
AESN;03017000;L'AUBE A DOLANCOURT 1;RCO-RCB-RRP;NON;OUI;OUI;OUI;820141.9995;6798053;DTSAM;Intermédiaire;M10;FRHR18;MEN;
AESN;03017900;L'AUBE A EPAGNE 1;RCS-RCO;OUI;OUI;NON;NON;808180.9996;6811167;DTSAM;Cyprinicole;M9;FRHR18;MEN;
AESN;03018342;LE MELDANÃON A DOMMARTIN-LE-COQ 1;RCO-RCB;NON;OUI;NON;OUI;800045.0001;6822951;DTSAM;Cyprinicole;P9;FRHR27;MEN;
AESN;03018675;L'AUZON A COCLOIS 1;RCO-RCB-RRP;NON;OUI;OUI;OUI;799264.0004;6819253;DTSAM;Intermédiaire;P9;FRHR26;MEN;
AESN;03018951;L'AUBE A VINETS 1;RCS-RCO;OUI;OUI;NON;NON;791133.9995;6826283;DTSAM;Cyprinicole;G9;FRHR24;MEN;
AESN;03020000;L'AUBE A VIAPRES-LE-PETIT 1;RCO;NON;OUI;NON;NON;775682.9997;6829783;DTSAM;Cyprinicole;G9;FRHR24;MEN;
AESN;03020145;LA BARBUISE A POUAN-LES-VALLEES 1;RCS-RCO;OUI;OUI;NON;NON;778534;6826809;DTSAM;Salmonicole;P9;FRHR31;MEN;
AESN;03020650;LA SUPERBE A MARIGNY 1;RCS-RCO;OUI;OUI;NON;NON;764078.9999;6842527;DTSAM;Salmonicole;P9;FRHR32;MEN;
AESN;03021000;L'AUBE A BAUDEMENT 1;RCS-RCO;OUI;OUI;NON;NON;757355.0002;6830615;DTSAM;Cyprinicole;G9;FRHR24;MEN;
AESN;03021917;LA RENNE A RENNEPONT 1;RCO-RCB;NON;OUI;NON;OUI;839890.0003;6786869;DTSAM;Salmonicole;TP10;FRHR15-F1140600;MEN;
AESN;03022000;L'AUJON A LONGCHAMP-SUR-AUJON 1;RCS-RCO;OUI;OUI;NON;NON;834196.9996;6785239;DTSAM;Salmonicole;P10;FRHR15;MEN;
AESN;03022260;LA VOIRE A DROYES 1;RCO;NON;OUI;NON;NON;827497.0004;6823363;DTSAM;Salmonicole;TP9;FRHR19;MEN;
AESN;03022445;LA HÉRONNE A DROYES 1;RCS-RCO;OUI;OUI;NON;NON;829069.0001;6826215;DTSAM;Cyprinicole;P9;FRHR20;MEN;
AESN;03022465;LA HÉRONNE A DROYES 2;RCO;NON;OUI;NON;NON;825316.0002;6824624;DTSAM;Cyprinicole;P9;FRHR20;MEN;
AESN;03022505;LA VOIRE A PUELLEMONTIER 2;RCO;NON;OUI;NON;NON;825835.0002;6822991;DTSAM;Cyprinicole;M9;FRHR21;MEN;
AESN;03022633;LE COURS D'EAU NUMÉRO 01 DE LA CÈTELLE A LOUZE 1;RCO;NON;OUI;NON;NON;827511.0005;6816223;DTSAM;Salmonicole;TP9;FRHR22-F1255100;MEN;
AESN;03022718;LE RUISSEAU DE CHAVANGES A LENTILLES 1;RCO;NON;OUI;NON;NON;818681.0004;6821588;DTSAM;Cyprinicole;TP9;FRHR21-F1263000;MEN;
AESN;03023000;LA VOIRE A LASSICOURT 1;RCS-RCO;OUI;OUI;NON;NON;810274.0003;6817520;DTSAM;Cyprinicole;M9;FRHR21;MEN;
AESN;03024245;L'YONNE A CHATEAU-CHINON(CAMPAGNE) 3;RCS-RCO;OUI;OUI;NON;NON;773604.9995;6659171;DTSAM;Salmonicole;M21;FRHR42A;MEN;
AESN;03024285;LE TOURON A ARLEUF 1;RCO-RCB;NON;OUI;NON;OUI;774585.0003;6664217;DTSAM;Salmonicole;TP21;FRHR42A-F3006000;MEN;
AESN;03024300;L'YONNE A CHATEAU-CHINON(CAMPAGNE) 2;RCO;NON;OUI;NON;NON;771664.9998;6666071;DTSAM;Salmonicole;M21;FRHR42A;MEN;
AESN;03024330;LE RUISSEAU DE GRIVEAU A LAVAULT-DE-FRETOY 1;RCO;NON;OUI;NON;NON;775408.9998;6668326;DTSAM;Salmonicole;TP21;FRHR_L68-F3007000;MEN;
AESN;03024392;L'YONNE A MONTREUILLON 1;RCS-RCO;OUI;OUI;NON;NON;759625.0003;6675491;DTSAM;Salmonicole;M21;FRHR42C;MEN;
AESN;03024560;L'ANGUISON A CERVON 1;RCO;NON;OUI;NON;NON;758295.9998;6680743;DTSAM;Salmonicole;P21;FRHR43;MEN;
AESN;03024840;L'YONNE A AMAZY 1;RCS-RCO;OUI;OUI;NON;NON;746199.0004;6698029;DTSAM;Intermédiaire;M10;FRHR44;MEFM;
AESN;03024885;L'ARMANCE A NUARS 1;RCO;NON;OUI;NON;NON;752921.0003;6698086;DTSAM;Salmonicole;P10;FRHR45;MEN;
AESN;03025130;LE FOSSÉ NUMÉRO 01 DE LA COMMUNE DE TACONNAY A TACONNAY 1;RCO;NON;OUI;NON;NON;737198.9999;6689823;DTSAM;Intermédiaire;TP10;FRHR47-F3064000;MEN;
AESN;03025238;LE BEUVRON A OUAGNE 1;RCS-RCO;OUI;OUI;NON;NON;737271.9998;6699957;DTSAM;Intermédiaire;M10;FRHR47;MEN;
AESN;03025368;LE SAUZAY A CORVOL-L'ORGUEILLEUX 1;RCS-RCO;OUI;OUI;NON;NON;728018.0002;6702356;DTSAM;Salmonicole;P10;FRHR48;MEN;
AESN;03025492;LA SAINTE-EUGÉNIE A CORVOL-L'ORGUEILLEUX 1;RCO-RCB;NON;OUI;NON;OUI;731358.9999;6703175;DTSAM;Salmonicole;TP10;FRHR48-F3075000;MEN;
AESN;03025524;LE PAINTROU A BREUGNON 1;RCO;NON;OUI;NON;NON;733474.0002;6704190;DTSAM;Salmonicole;TP10;FRHR48-F3077000;MEN;
AESN;03025919;LA RIVIÈRE DE DRUYES A ANDRYES 1;RCS-RCO;OUI;OUI;NON;NON;734089.0003;6715100;DTSAM;Cyprinicole;TP10;FRHR46A-F3093000;MEN;
AESN;03026000;L'YONNE A SURGY 1;RCO;NON;OUI;NON;NON;739303.9998;6712569;DTSAM;Cyprinicole;M10;FRHR46A;MEN;
AESN;03026179;LE RUISSEAU DE SAINT-GERVAIS A CHATEL-CENSOIR 1;RCO;NON;OUI;NON;NON;745467.9996;6713533;DTSAM;Cyprinicole;TP10;FRHR46A-F3095000;MEN;
AESN;03027000;L'YONNE A PREGILBERT 1;RCS-RCO;OUI;OUI;NON;NON;749856.9998;6727155;DTSAM;Cyprinicole;M10;FRHR46A;MEN;
AESN;03027302;LE RU DE GENOTTE A VINCELLES 1;RCO;NON;OUI;NON;NON;746887.9998;6734248;DTSAM;Cyprinicole;TP10;FRHR46B-F3203000;MEN;
AESN;03027427;LE COURS D'EAU NUMÉRO 01 DE LA COMMUNE DE CHAMPS-SUR-YONNE A CHAMPS-SUR-YONNE 1;RCO;NON;OUI;NON;NON;745351.9998;6737837;DTSAM;Cyprinicole;TP10;FRHR46B-F3204000;MEN;
AESN;03027490;L'YONNE A AUXERRE 1;RCB;NON;NON;NON;OUI;744281.9997;6739497;DTSAM;Cyprinicole;G10;FRHR46B;MEFM;
AESN;03027491;LE RU DE VALLAN A AUXERRE 1;RCO;NON;OUI;NON;NON;741202.9996;6740254;DTSAM;Cyprinicole;TP10;FRHR46B-F3206000;MEN;
AESN;03027549;LE FOSSÉ NUMÉRO 01 DE LA COMMUNE D'AUXERRE A AUXERRE 1;RCO;NON;OUI;NON;NON;745650.0002;6743637;DTSAM;Cyprinicole;TP10;FRHR46B-F3205200;MEN;
AESN;03027790;LE RU DE BAULCHE A SAINT-GEORGES-SUR-BAULCHE 2;RCO;NON;OUI;NON;NON;738918;6745556;DTSAM;Salmonicole;P9;FRHR55;MEN;
AESN;03028000;L'YONNE A APPOIGNY 1;RCO;NON;OUI;NON;NON;740057.0003;6753146;DTSAM;Cyprinicole;G9;FRHR56;MEN;
AESN;03028239;LE RU DU CUL DE LA BONDE A GURGY 1;RCO;NON;OUI;NON;NON;740343.0004;6754783;DTSAM;Cyprinicole;TP9;FRHR56-F3226000;MEN;
AESN;03029000;L'YONNE A BASSOU 1;RCS;OUI;NON;NON;NON;738800.0003;6758574;DTSAM;Cyprinicole;G9;FRHR56;MEFM;
AESN;03029140;L'YONNE A LAROCHE-SAINT-CYDROINE 1;RCO;NON;OUI;NON;NON;736139.9996;6762600;DTSAM;Cyprinicole;G9;FRHR70A;MEN;
AESN;03029290;LE RAVILLON A CHAMPLAY 2;RCO;NON;OUI;NON;NON;733540.9995;6761089;DTSAM;Cyprinicole;TP9;FRHR70A-F3509000;MEN;
AESN;03029470;L'YONNE A CEZY 1;RCO;NON;OUI;NON;NON;725659.9996;6766009;DTSAM;Cyprinicole;G9;FRHR70A;MEN;
AESN;03029530;LE VRIN A LA FERTE-LOUPIERE 2;RCS;OUI;NON;NON;NON;717643.9996;6757474;DTSAM;Salmonicole;P9;FRHR70B;MEN;
AESN;03029710;L'YONNE A ARMEAU 2;RCB;NON;NON;NON;OUI;723261;6772154;DTSAM;Cyprinicole;G9;FRHR70A;MEN;
AESN;03030000;L'YONNE A VERON 1;RCO;NON;OUI;NON;NON;721906.0002;6781623;DTSAM;Cyprinicole;G9;FRHR70A;MEFM;
AESN;03030457;LA GAILLARDE A SAINT-DENIS 1;RCO;NON;OUI;NON;NON;720478.9999;6790147;DTSAM;Salmonicole;TP9;FRHR70A-F3582000;MEN;
AESN;03031040;L'YONNE A PONT-SUR-YONNE 2;RCO;NON;OUI;NON;NON;715291.9996;6798621;DTSAM;Cyprinicole;G9;FRHR70A;MEN;
AESN;03032000;L'YONNE A MONTEREAU-FAULT-YONNE 1;RCS-RCO;OUI;OUI;NON;NON;696999.9998;6809681;DTSAM;Cyprinicole;G9;FRHR70A;MEFM;
AESN;03032210;LE COUSIN A CHAMPEAU-EN-MORVAN 4;RCO;NON;OUI;NON;NON;785614.9999;6688240;DTSAM;Salmonicole;P21;FRHR52B;MEN;
AESN;03032240;LE TRINQUELIN A SAINT-LEGER-VAUBAN 2;RCO;NON;OUI;NON;NON;777033.0003;6698065;DTSAM;Salmonicole;P21;FRHR52D;MEN;
AESN;03032675;LA ROMANÉE A CUSSY-LES-FORGES 1;RCS-RCO;OUI;OUI;NON;NON;777840.9998;6706143;DTSAM;Salmonicole;P21;FRHR52A;MEN;
AESN;03032695;LE COUSIN A CUSSY-LES-FORGES 1;RCO-RCB;NON;OUI;NON;OUI;776123.9996;6707457;DTSAM;Salmonicole;P21;FRHR53;MEN;
AESN;03032959;LE RUISSEAU DE BOUCHIN A ANNEOT 1;RCO;NON;OUI;NON;NON;764974.9999;6713215;DTSAM;Intermédiaire;TP10;FRHR53-F3156000;MEN;
AESN;03033000;LE COUSIN A VAULT-DE-LUGNY 2;RCO;NON;OUI;NON;NON;763113.0003;6712510;DTSAM;Intermédiaire;;FRHR53;MEN;
AESN;03033200;LA CURE A MARIGNY-L'EGLISE 1;RCS-RCO;OUI;OUI;NON;NON;772754.9997;6695304;DTSAM;Salmonicole;P21;FRHR49C;MEN;
AESN;03033240;LE CHALAUX A OUROUX-EN-MORVAN 2;RCS-RCO;OUI;OUI;NON;NON;773744.9998;6677753;DTSAM;Salmonicole;P21;FRHR50A;MEN;
AESN;03033306;LE RUISSEAU DES GOTHS A CHALAUX 1;RRP;NON;NON;OUI;NON;768676.8982;6693731;DTSAM;Salmonicole;TP21;FRHR50C-F3116500;MEN;
AESN;03033470;LA BRINJAME A SAINT-ANDRE-EN-MORVAN 2;RCO-RCB;NON;OUI;NON;OUI;762407.0004;6699119;DTSAM;Salmonicole;TP21;FRHR51-F3124500;MEN;
AESN;03033535;LE RUISSEAU DE BAZOCHES A DOMECY-SUR-CURE 1;RCO;NON;OUI;NON;NON;758992.0004;6702119;DTSAM;Salmonicole;TP10;FRHR51-F3126500;MEN;
AESN;03033660;LA CURE A ASQUINS 1;RRP;NON;NON;OUI;NON;757015.9998;6709226;DTSAM;Intermédiaire;;FRHR51;MEN;
AESN;03034000;LA CURE A ACCOLAY 1;RCS-RCO;OUI;OUI;NON;NON;753225.9997;6729386;DTSAM;Intermédiaire;M10;FRHR54;MEN;
AESN;03034370;LE SEREIN A VIC-SOUS-THIL 1;RCO-RCB;NON;OUI;NON;OUI;799472.9998;6694133;DTSAM;Salmonicole;P21;FRHR57;MEN;
AESN;03034720;LE SEREIN A VIEUX-CHATEAU 2;RCS-RCO-RRP;OUI;OUI;OUI;NON;784999.0004;6707908;DTSAM;Salmonicole;;FRHR57;MEN;
AESN;03034961;LE RU DE MARMEAUX A MONTREAL 1;RCO-RCB;NON;OUI;NON;OUI;779225.9997;6717234;DTSAM;Intermédiaire;TP10;FRHR57-F3256200;MEN;
AESN;03035455;LE SEREIN A MOLAY 1;RCS-RCO;OUI;OUI;NON;NON;770430.9999;6737293;DTSAM;Cyprinicole;P10;FRHR59;MEN;
AESN;03035570;LE SEREIN A CHEMILLY-SUR-SEREIN 1;RCO;NON;OUI;NON;NON;764622.9999;6741975;DTSAM;Cyprinicole;P10;FRHR59;MEN;
AESN;03035667;LE RU DE CRIOUX A FLEYS 1;RCO;NON;OUI;NON;NON;763229;6746047;DTSAM;Cyprinicole;TP10;FRHR59-F3268000;MEN;
AESN;03035736;LE RU DE VAUCHARME A CHICHEE 1;RCO;NON;OUI;NON;NON;760766.9999;6741873;DTSAM;Cyprinicole;TP10;FRHR59-F3269000;MEN;
AESN;03035840;LE RUISSEAU DE BEINE A CHABLIS 1;RCO;NON;OUI;NON;NON;757726.9999;6747466;DTSAM;Cyprinicole;TP10;FRHR60-F3271400;MEN;
AESN;03036030;LE SEREIN A MALIGNY 2;RCO;NON;OUI;NON;NON;756692.9995;6752179;DTSAM;Cyprinicole;M10;FRHR60;MEN;
AESN;03036070;LE SEREIN A PONTIGNY 2;RCS-RCO;OUI;OUI;NON;NON;753262.9999;6757092;DTSAM;Cyprinicole;M9;FRHR60;MEN;
AESN;03036214;LE GRAND RU A HERY 1;RCO;NON;OUI;NON;NON;746624.0003;6757507;DTSAM;Cyprinicole;TP9;FRHR60-F3278000;MEN;
AESN;03036325;L'ARMANÃON A BELLENOT-SOUS-POUILLY 1;RCO;NON;OUI;NON;NON;814541.0001;6687030;DTSAM;Cyprinicole;P10;FRHR61A;MEN;
AESN;03036510;L'ARMANÃON A MONTIGNY-SUR-ARMANCON 1;RCS-RCO;OUI;OUI;NON;NON;803383.0005;6704329;DTSAM;Cyprinicole;P10;FRHR61A;MEN;
AESN;03036650;L'ARMANÃON A SEMUR-EN-AUXOIS 2;RCO;NON;OUI;NON;NON;800086;6712290;DTSAM;Cyprinicole;M10;FRHR61C;MEN;
AESN;03036885;L'ARMANÃON A QUINCY-LE-VICOMTE 1;RCO-RCB;NON;OUI;NON;OUI;794859.0002;6723895;DTSAM;Cyprinicole;M10;FRHR61C;MEN;
AESN;03036970;LE RUISSEAU DE BORNANT A AISY-SUR-ARMANCON 1;RCO-RCB;NON;OUI;NON;OUI;792606.9999;6728124;DTSAM;Cyprinicole;TP10;FRHR64-F3401000;MEN;
AESN;03037480;LE RU DE MÉLISEY A TANLAY 1;RCS-RCO;OUI;OUI;NON;NON;782654.0005;6751047;DTSAM;Salmonicole;TP10;FRHR64-F3409000;MEN;
AESN;03037650;L'ARMANÃON A TRONCHOY 1;RCS-RCO;OUI;OUI;NON;NON;770130.0002;6757395;DTSAM;Cyprinicole;M9;FRHR65;MEN;
AESN;03038385;L'ARMANÃON A VERGIGNY 1;RCO;NON;OUI;NON;NON;753371.9996;6765254;DTSAM;Cyprinicole;G9;FRHR68;MEN;
AESN;03038700;LE CRÉANTON A SAINT-FLORENTIN 1;RCO;NON;OUI;NON;NON;750345.9997;6767368;DTSAM;Salmonicole;TP9;FRHR69;MEN;
AESN;03039000;L'ARMANÃON A CHENY 1;RCS-RCO;OUI;OUI;NON;NON;739696.0003;6761869;DTSAM;Cyprinicole;G9;FRHR68;MEN;
AESN;03039390;LA BRENNE A POUILLENAY 1;RCO-RCB;NON;OUI;NON;OUI;810775.0005;6713131;DTSAM;Salmonicole;P10;FRHR62B;MEN;
AESN;03039940;L'OZERAIN A ALISE-SAINTE-REINE 1;RCO;NON;OUI;NON;NON;811131.9996;6715618;DTSAM;Salmonicole;TP10;FRHR62B-F3330600;MEN;
AESN;03040250;L'OZE A DARCEY 1;RCS-RCO;OUI;OUI;NON;NON;815833.9998;6716049.001;DTSAM;Salmonicole;TP10;FRHR62B-F3350600;MEN;
AESN;03041000;LA BRENNE A SAINT-REMY 1;RCO;NON;OUI;NON;NON;797293.0001;6727389;DTSAM;Cyprinicole;M10;FRHR63;MEN;
AESN;03041165;L'ARMANCE A LES LOGES-MARGUERON 1;RCO;NON;OUI;NON;NON;782254.9999;6776050;DTSAM;Intermédiaire;P9;FRHR66;MEN;
AESN;03041247;LE RUISSEAU DE TRÉMAGNE A LA LOGE-POMBLIN 1;RCS-RCO;OUI;OUI;NON;NON;775943.9999;6773380;DTSAM;Intermédiaire;TP9;FRHR66-F3427000;MEN;
AESN;03041600;L'ARMANCE A CHESSY-LES-PRES 1;RCO-RCB;NON;OUI;NON;OUI;766734.0005;6767934;DTSAM;Cyprinicole;P9;FRHR66;MEN;
AESN;03041669;LE RU GARDON A BERNON 1;RCO;NON;OUI;NON;NON;773467.0002;6766666;DTSAM;Salmonicole;TP9;FRHR66-F3442000;MEN;
AESN;03042820;LE THOLON A CHAMPVALLON 1;RCS;OUI;NON;NON;NON;726507.9996;6759831;DTSAM;Salmonicole;TP9;FRHR71;MEN;
AESN;03043450;L'ANCRE A ESTISSAC 1;RCS;OUI;NON;NON;NON;760996.0001;6794704;DTSAM;Salmonicole;TP9;FRHR72A-F3553000;MEN;
AESN;03044000;LA VANNE A PAISY-COSDON 1;RCO;NON;OUI;NON;NON;752427.0002;6793828;DTSAM;Intermédiaire;P9;FRHR72A;MEN;
AESN;03044170;LA NOSLE A AIX-EN-OTHE 1;RCS;OUI;NON;NON;NON;755239.9998;6790419;DTSAM;Salmonicole;TP9;FRHR72A-F3559000;MEN;
AESN;03044580;LA VANNE A MOLINONS 1;RCS-RCO;OUI;OUI;NON;NON;739828.9995;6792561;DTSAM;Intermédiaire;P9;FRHR72A;MEN;
AESN;03045000;LA VANNE A MALAY-LE-GRAND 1;RCB;NON;NON;NON;OUI;725353.0003;6786033;DTSAM;Salmonicole;P9;FRHR72B;MEN;
AESN;03051840;LE LOING A SAINT-PRIVE 1;RCO-RCB;NON;OUI;NON;OUI;700114.0002;6731636;DTSAM;Salmonicole;P9;FRHR74A;MEN;
AESN;03052134;LE LOING A MONTBOUY 1;RCB;NON;NON;NON;OUI;686665.9997;6751181;DTSAM;Intermédiaire;P9;FRHR74A;MEN;
AESN;03052215;L'AVEYRON A MONTBOUY 1;RCO-RCB;NON;OUI;NON;OUI;687787.0001;6752829;DTSAM;Salmonicole;P9;FRHR75;MEN;
AESN;03052245;LE LOING A CONFLANS-SUR-LOING 1;RCS-RCO;OUI;OUI;NON;NON;684036;6760831;DTSAM;Intermédiaire;P9;FRHR74A;MEN;
AESN;03052338;LE PUISEAUX A NOGENT-SUR-VERNISSON 1;RCS-RCO;OUI;OUI;NON;NON;678555.0001;6751035;DTSAM;Cyprinicole;P9;FRHR80;MEN;
AESN;03052450;LA BÉZONDE A LADON 1;RCO;NON;OUI;NON;NON;663344.0003;6766663;DTSAM;Cyprinicole;M9;FRHR82;MEN;
AESN;03052656;L'HUILLARD A CHEVILLON-SUR-HUILLARD 1;RCO-RCB;NON;OUI;NON;OUI;670644;6762553;DTSAM;Cyprinicole;TP9;FRHR82-F4240600;MEN;
AESN;03052760;LE LIMETIN A CHEVILLON-SUR-HUILLARD 1;RCO;NON;OUI;NON;NON;674499;6764235;DTSAM;Cyprinicole;TP9;FRHR82-F4259000;MEN;
AESN;03052785;LA BÉZONDE A PANNES 1;RCO;NON;OUI;NON;NON;675794.9996;6766983;DTSAM;Cyprinicole;M9;FRHR82;MEN;
AESN;03053000;LE LOING A CHALETTE-SUR-LOING 2;RCO;NON;OUI;NON;NON;679995.0001;6770547;DTSAM;Cyprinicole;M9;FRHR76;MEN;
AESN;03053310;LA CLÉRY A SAINT-LOUP-DE-GONOIS 1;RCS-RCO;OUI;OUI;NON;NON;693650.0002;6773129;DTSAM;Salmonicole;P9;FRHR84;MEN;
AESN;03053750;LE BETZ A BRANSLES 1;RCO-RCB;NON;OUI;NON;OUI;686695.0004;6782334;DTSAM;Salmonicole;P9;FRHR88B;MEN;
AESN;03054000;LE LOING A SOUPPES-SUR-LOING 1;RCS-RCO;OUI;OUI;NON;NON;679808.0003;6786998;DTSAM;Cyprinicole;M9;FRHR88A;MEN;
AESN;03054220;LE LOING A BAGNEAUX-SUR-LOING 2;RCO;NON;OUI;NON;NON;678526.0004;6791669;DTSAM;Cyprinicole;M9;FRHR88A;MEN;
AESN;03055000;LE LOING A MORET-SUR-LOING 1;RCO-RCB;NON;OUI;NON;OUI;687085;6807384;DTSAM;Cyprinicole;M9;FRHR88A;MEN;
AESN;03055369;L'OUANNE A MOULINS-SUR-OUANNE 2;RCO;NON;OUI;NON;NON;724496.0003;6734131;DTSAM;Salmonicole;P9;FRHR77;MEN;
AESN;03056010;L'OUANNE A TOUCY 2;RCO;NON;OUI;NON;NON;720110.9999;6738920;DTSAM;Salmonicole;P9;FRHR77;MEN;
AESN;03056087;L'OUANNE A SAINT-MARTIN-SUR-OUANNE 1;RCS-RCO;OUI;OUI;NON;NON;707911.9998;6748670;DTSAM;Salmonicole;P9;FRHR77;MEN;
AESN;03056320;L'AGRÉAU A MALICORNE 1;RCO;NON;OUI;NON;NON;706839.9998;6745228;DTSAM;Salmonicole;TP9;FRHR78-F4147000;MEN;
AESN;03056410;LE RU DE PÉRUSEAU A PERREUX 1;RCO-RCB;NON;OUI;NON;OUI;708702.9999;6751885;DTSAM;Salmonicole;TP9;FRHR79-F4151000;MEN;
AESN;03057000;L'OUANNE A GY-LES-NONAINS 2;RCS-RCO;OUI;OUI;NON;NON;688537.0002;6760880;DTSAM;Intermédiaire;M9;FRHR79;MEN;
AESN;03057490;LE MAUREPAS A CORBEILLES 2;RCO;NON;OUI;NON;NON;666791.9998;6776370;DTSAM;Cyprinicole;TP9;FRHR86-F43-0420;MEN;
AESN;03057720;LE FUSAIN A COURTEMPIERRE 1;RCS-RCO;OUI;OUI;NON;NON;672973;6778972;DTSAM;Cyprinicole;P9;FRHR87;MEN;
AESN;03059000;LE LUNAIN A NONVILLE 1;RCS-RCO;OUI;OUI;NON;NON;683837;6799476;DTSAM;Salmonicole;P9;FRHR89;MEN;
AESN;03061000;L'ORVANNE A VILLECERF 1;RCO-RCB;NON;OUI;NON;OUI;689221.0005;6803023;DTSAM;Salmonicole;P9;FRHR88C;MEN;
